protein1 protein2 combined_score
243273.MG_175 243273.MG_491 201
243273.MG_175 243273.MG_152 999
243273.MG_175 243273.MG_311 999
243273.MG_175 243273.MG_157 999
243273.MG_175 243273.MG_151 999
243273.MG_175 243273.MG_046 399
243273.MG_175 243273.MG_005 504
243273.MG_175 243273.MG_325 958
243273.MG_175 243273.MG_184 710
243273.MG_175 243273.MG_142 930
243273.MG_175 243273.MG_481 999
243273.MG_175 243273.MG_153 999
243273.MG_175 243273.MG_221 224
243273.MG_175 243273.MG_218 198
243273.MG_175 243273.MG_194 479
243273.MG_175 243273.MG_047 302
243273.MG_175 243273.MG_003 160
243273.MG_175 243273.MG_141 855
243273.MG_175 243273.MG_029 238
243273.MG_175 243273.MG_423 150
243273.MG_175 243273.MG_110 916
243273.MG_175 243273.MG_433 727
243273.MG_175 243273.MG_263 174
243273.MG_175 243273.MG_426 999
243273.MG_175 243273.MG_091 240
243273.MG_175 243273.MG_181 733
243273.MG_175 243273.MG_275 447
243273.MG_175 243273.MG_407 439
243273.MG_175 243273.MG_365 188
243273.MG_175 243273.MG_169 999
243273.MG_175 243273.MG_134 213
243273.MG_175 243273.MG_054 786
243273.MG_175 243273.MG_380 354
243273.MG_175 243273.MG_473 938
243273.MG_175 243273.MG_107 327
243273.MG_175 243273.MG_478 529
243273.MG_175 243273.MG_122 533
243273.MG_175 243273.MG_048 955
243273.MG_175 243273.MG_159 999
243273.MG_175 243273.MG_434 186
243273.MG_175 243273.MG_335 160
243273.MG_175 243273.MG_182 765
243273.MG_175 243273.MG_258 957
243273.MG_175 243273.MG_418 999
243273.MG_175 243273.MG_132 236
243273.MG_175 243273.MG_036 569
243273.MG_175 243273.MG_362 998
243273.MG_175 243273.MG_375 264
243273.MG_175 243273.MG_405 486
243273.MG_175 243273.MG_084 385
243273.MG_175 243273.MG_024 479
243273.MG_175 243273.MG_093 999
243273.MG_175 243273.MG_466 999
243273.MG_175 243273.MG_168 999
243273.MG_175 243273.MG_166 999
243273.MG_175 243273.MG_351 305
243273.MG_175 243273.MG_081 999
243273.MG_175 243273.MG_143 789
243273.MG_175 243273.MG_201 217
243273.MG_175 243273.MG_150 999
243273.MG_175 243273.MG_442 188
243273.MG_175 243273.MG_162 999
243273.MG_175 243273.MG_174 999
243273.MG_175 243273.MG_368 510
243273.MG_175 243273.MG_019 694
243273.MG_175 243273.MG_444 999
243273.MG_175 243273.MG_126 173
243273.MG_175 243273.MG_158 999
243273.MG_175 243273.MG_165 999
243273.MG_175 243273.MG_283 430
243273.MG_175 243273.MG_059 991
243273.MG_175 243273.MG_269 151
243273.MG_175 243273.MG_071 160
243273.MG_175 243273.MG_138 995
243273.MG_175 243273.MG_451 999
243273.MG_175 243273.MG_014 202
243273.MG_175 243273.MG_056 165
243273.MG_175 243273.MG_097 463
243273.MG_175 243273.MG_324 166
243273.MG_175 243273.MG_259 290
243273.MG_175 243273.MG_435 992
243273.MG_175 243273.MG_200 673
243273.MG_175 243273.MG_276 234
243273.MG_175 243273.MG_172 987
243273.MG_175 243273.MG_425 410
243273.MG_175 243273.MG_300 478
243273.MG_175 243273.MG_007 150
243273.MG_175 243273.MG_112 208
243273.MG_175 243273.MG_457 862
243273.MG_175 243273.MG_167 999
243273.MG_175 243273.MG_282 235
243273.MG_175 243273.MG_431 227
243273.MG_175 243273.MG_125 174
243273.MG_175 243273.MG_301 457
243273.MG_175 243273.MG_177 999
243273.MG_175 243273.MG_023 681
243273.MG_175 243273.MG_367 859
243273.MG_175 243273.MG_340 884
243273.MG_175 243273.MG_032 341
243273.MG_175 243273.MG_015 202
243273.MG_175 243273.MG_196 972
243273.MG_175 243273.MG_424 999
243273.MG_175 243273.MG_394 175
243273.MG_175 243273.MG_272 216
243273.MG_175 243273.MG_465 467
243273.MG_175 243273.MG_148 344
243273.MG_175 243273.MG_266 529
243273.MG_175 243273.MG_298 155
243273.MG_175 243273.MG_469 170
243273.MG_175 243273.MG_136 294
243273.MG_175 243273.MG_477 333
243273.MG_175 243273.MG_145 370
243273.MG_175 243273.MG_104 446
243273.MG_175 243273.MG_353 264
243273.MG_175 243273.MG_026 999
243273.MG_175 243273.MG_144 297
243273.MG_175 243273.MG_210 161
243273.MG_175 243273.MG_400 586
243273.MG_175 243273.MG_318 908
243273.MG_175 243273.MG_055 819
243273.MG_175 243273.MG_058 300
243273.MG_175 243273.MG_462 999
243273.MG_175 243273.MG_146 302
243273.MG_175 243273.MG_235 155
243273.MG_175 243273.MG_113 214
243273.MG_175 243273.MG_018 198
243273.MG_175 243273.MG_417 999
243273.MG_175 243273.MG_203 160
243273.MG_175 243273.MG_170 998
243273.MG_175 243273.MG_361 999
243273.MG_175 243273.MG_190 204
243273.MG_175 243273.MG_265 174
243273.MG_175 243273.MG_106 961
243273.MG_175 243273.MG_035 234
243273.MG_175 243273.MG_455 224
243273.MG_175 243273.MG_087 999
243273.MG_175 243273.MG_399 578
243273.MG_175 243273.MG_198 999
243273.MG_175 243273.MG_363 999
243273.MG_175 243273.MG_156 999
243273.MG_175 243273.MG_446 999
243273.MG_175 243273.MG_090 999
243273.MG_175 243273.MG_176 999
243273.MG_175 243273.MG_308 410
243273.MG_175 243273.MG_147 302
243273.MG_175 243273.MG_445 498
243273.MG_175 243273.MG_178 999
243273.MG_175 243273.MG_378 460
243273.MG_175 243273.MG_038 200
243273.MG_175 243273.MG_305 724
243273.MG_175 243273.MG_341 972
243273.MG_175 243273.MG_089 999
243273.MG_175 243273.MG_392 251
243273.MG_175 243273.MG_216 960
243273.MG_175 243273.MG_429 183
243273.MG_175 243273.MG_179 739
243273.MG_175 243273.MG_463 978
243273.MG_175 243273.MG_215 218
243273.MG_175 243273.MG_257 999
243273.MG_175 243273.MG_002 673
243273.MG_175 243273.MG_149 448
243273.MG_175 243273.MG_278 977
243273.MG_175 243273.MG_404 484
243273.MG_175 243273.MG_253 156
243273.MG_175 243273.MG_398 258
243273.MG_175 243273.MG_088 999
243273.MG_175 243273.MG_197 999
243273.MG_175 243273.MG_139 391
243273.MG_175 243273.MG_334 412
243273.MG_175 243273.MG_140 275
243273.MG_175 243273.MG_402 576
243273.MG_175 243273.MG_154 999
243273.MG_175 243273.MG_292 194
243273.MG_175 243273.MG_171 950
243273.MG_175 243273.MG_393 194
243273.MG_175 243273.MG_195 878
243273.MG_175 243273.MG_403 519
243273.MG_175 243273.MG_251 249
243273.MG_175 243273.MG_082 999
243273.MG_175 243273.MG_070 999
243273.MG_175 243273.MG_239 168
243273.MG_175 243273.MG_232 999
243273.MG_175 243273.MG_160 999
243273.MG_175 243273.MG_155 999
243273.MG_175 243273.MG_124 464
243273.MG_175 243273.MG_401 589
243273.MG_175 243273.MG_522 999
243273.MG_175 243273.MG_027 172
243273.MG_175 243273.MG_164 999
243273.MG_175 243273.MG_287 331
243273.MG_175 243273.MG_021 366
243273.MG_175 243273.MG_173 999
243273.MG_175 243273.MG_161 999
243273.MG_175 243273.MG_238 822
243273.MG_175 243273.MG_163 999
243273.MG_175 243273.MG_092 999
243273.MG_175 243273.MG_180 739
243273.MG_176 243273.MG_522 999
243273.MG_176 243273.MG_173 999
243273.MG_176 243273.MG_273 221
243273.MG_176 243273.MG_161 999
243273.MG_176 243273.MG_164 999
243273.MG_176 243273.MG_287 228
243273.MG_176 243273.MG_021 407
243273.MG_176 243273.MG_180 746
243273.MG_176 243273.MG_238 921
243273.MG_176 243273.MG_092 999
243273.MG_176 243273.MG_163 999
243273.MG_176 243273.MG_393 176
243273.MG_176 243273.MG_171 953
243273.MG_176 243273.MG_402 541
243273.MG_176 243273.MG_154 999
243273.MG_176 243273.MG_292 323
243273.MG_176 243273.MG_403 555
243273.MG_176 243273.MG_251 211
243273.MG_176 243273.MG_195 837
243273.MG_176 243273.MG_082 999
243273.MG_176 243273.MG_070 999
243273.MG_176 243273.MG_124 456
243273.MG_176 243273.MG_464 520
243273.MG_176 243273.MG_401 727
243273.MG_176 243273.MG_155 999
243273.MG_176 243273.MG_160 999
243273.MG_176 243273.MG_232 999
243273.MG_176 243273.MG_404 556
243273.MG_176 243273.MG_278 977
243273.MG_176 243273.MG_088 999
243273.MG_176 243273.MG_398 248
243273.MG_176 243273.MG_197 999
243273.MG_176 243273.MG_140 275
243273.MG_176 243273.MG_004 161
243273.MG_176 243273.MG_139 221
243273.MG_176 243273.MG_334 818
243273.MG_176 243273.MG_066 191
243273.MG_176 243273.MG_378 288
243273.MG_176 243273.MG_305 769
243273.MG_176 243273.MG_038 229
243273.MG_176 243273.MG_341 942
243273.MG_176 243273.MG_216 956
243273.MG_176 243273.MG_179 746
243273.MG_176 243273.MG_463 974
243273.MG_176 243273.MG_089 999
243273.MG_176 243273.MG_392 335
243273.MG_176 243273.MG_002 647
243273.MG_176 243273.MG_041 161
243273.MG_176 243273.MG_149 448
243273.MG_176 243273.MG_257 999
243273.MG_176 243273.MG_215 164
243273.MG_176 243273.MG_355 226
243273.MG_176 243273.MG_198 999
243273.MG_176 243273.MG_100 226
243273.MG_176 243273.MG_399 697
243273.MG_176 243273.MG_090 999
243273.MG_176 243273.MG_363 999
243273.MG_176 243273.MG_446 999
243273.MG_176 243273.MG_156 999
243273.MG_176 243273.MG_308 790
243273.MG_176 243273.MG_178 999
243273.MG_176 243273.MG_445 569
243273.MG_176 243273.MG_147 302
243273.MG_176 243273.MG_203 160
243273.MG_176 243273.MG_233 205
243273.MG_176 243273.MG_417 999
243273.MG_176 243273.MG_018 205
243273.MG_176 243273.MG_170 998
243273.MG_176 243273.MG_361 999
243273.MG_176 243273.MG_455 368
243273.MG_176 243273.MG_106 959
243273.MG_176 243273.MG_035 409
243273.MG_176 243273.MG_087 999
243273.MG_176 243273.MG_332 214
243273.MG_176 243273.MG_144 298
243273.MG_176 243273.MG_400 653
243273.MG_176 243273.MG_210 167
243273.MG_176 243273.MG_222 695
243273.MG_176 243273.MG_318 938
243273.MG_176 243273.MG_055 834
243273.MG_176 243273.MG_462 999
243273.MG_176 243273.MG_058 310
243273.MG_176 243273.MG_113 252
243273.MG_176 243273.MG_146 302
243273.MG_176 243273.MG_301 414
243273.MG_176 243273.MG_023 690
243273.MG_176 243273.MG_177 999
243273.MG_176 243273.MG_465 239
243273.MG_176 243273.MG_266 659
243273.MG_176 243273.MG_148 344
243273.MG_176 243273.MG_196 982
243273.MG_176 243273.MG_340 892
243273.MG_176 243273.MG_367 989
243273.MG_176 243273.MG_272 269
243273.MG_176 243273.MG_394 339
243273.MG_176 243273.MG_424 999
243273.MG_176 243273.MG_477 511
243273.MG_176 243273.MG_145 319
243273.MG_176 243273.MG_136 347
243273.MG_176 243273.MG_104 456
243273.MG_176 243273.MG_026 999
243273.MG_176 243273.MG_259 287
243273.MG_176 243273.MG_339 153
243273.MG_176 243273.MG_435 999
243273.MG_176 243273.MG_200 647
243273.MG_176 243273.MG_007 198
243273.MG_176 243273.MG_172 984
243273.MG_176 243273.MG_425 790
243273.MG_176 243273.MG_300 493
243273.MG_176 243273.MG_167 999
243273.MG_176 243273.MG_431 212
243273.MG_176 243273.MG_457 879
243273.MG_176 243273.MG_019 647
243273.MG_176 243273.MG_368 358
243273.MG_176 243273.MG_174 999
243273.MG_176 243273.MG_126 155
243273.MG_176 243273.MG_158 999
243273.MG_176 243273.MG_444 999
243273.MG_176 243273.MG_059 991
243273.MG_176 243273.MG_283 222
243273.MG_176 243273.MG_165 999
243273.MG_176 243273.MG_056 167
243273.MG_176 243273.MG_451 999
243273.MG_176 243273.MG_138 995
243273.MG_176 243273.MG_071 167
243273.MG_176 243273.MG_351 303
243273.MG_176 243273.MG_204 161
243273.MG_176 243273.MG_166 999
243273.MG_176 243273.MG_466 999
243273.MG_176 243273.MG_168 999
243273.MG_176 243273.MG_252 270
243273.MG_176 243273.MG_081 999
243273.MG_176 243273.MG_162 999
243273.MG_176 243273.MG_143 892
243273.MG_176 243273.MG_201 150
243273.MG_176 243273.MG_150 999
243273.MG_176 243273.MG_442 343
243273.MG_176 243273.MG_182 772
243273.MG_176 243273.MG_335 173
243273.MG_176 243273.MG_434 266
243273.MG_176 243273.MG_258 986
243273.MG_176 243273.MG_418 999
243273.MG_176 243273.MG_375 916
243273.MG_176 243273.MG_036 460
243273.MG_176 243273.MG_362 999
243273.MG_176 243273.MG_024 506
243273.MG_176 243273.MG_093 999
243273.MG_176 243273.MG_405 377
243273.MG_176 243273.MG_094 190
243273.MG_176 243273.MG_473 938
243273.MG_176 243273.MG_380 194
243273.MG_176 243273.MG_054 754
243273.MG_176 243273.MG_388 621
243273.MG_176 243273.MG_478 529
243273.MG_176 243273.MG_302 150
243273.MG_176 243273.MG_122 511
243273.MG_176 243273.MG_159 999
243273.MG_176 243273.MG_048 969
243273.MG_176 243273.MG_426 999
243273.MG_176 243273.MG_110 809
243273.MG_176 243273.MG_433 812
243273.MG_176 243273.MG_181 745
243273.MG_176 243273.MG_091 280
243273.MG_176 243273.MG_275 471
243273.MG_176 243273.MG_169 999
243273.MG_176 243273.MG_134 194
243273.MG_176 243273.MG_407 602
243273.MG_176 243273.MG_481 999
243273.MG_176 243273.MG_387 939
243273.MG_176 243273.MG_184 710
243273.MG_176 243273.MG_142 953
243273.MG_176 243273.MG_153 999
243273.MG_176 243273.MG_175 999
243273.MG_176 243273.MG_423 221
243273.MG_176 243273.MG_029 402
243273.MG_176 243273.MG_141 861
243273.MG_176 243273.MG_047 155
243273.MG_176 243273.MG_003 160
243273.MG_176 243273.MG_194 310
243273.MG_176 243273.MG_185 485
243273.MG_176 243273.MG_345 557
243273.MG_176 243273.MG_234 999
243273.MG_176 243273.MG_183 714
243273.MG_176 243273.MG_157 999
243273.MG_176 243273.MG_151 999
243273.MG_176 243273.MG_046 396
243273.MG_176 243273.MG_152 999
243273.MG_176 243273.MG_311 999
243273.MG_176 243273.MG_325 938
243273.MG_176 243273.MG_005 449
243273.MG_177 243273.MG_455 150
243273.MG_177 243273.MG_035 410
243273.MG_177 243273.MG_419 648
243273.MG_177 243273.MG_087 992
243273.MG_177 243273.MG_332 167
243273.MG_177 243273.MG_361 944
243273.MG_177 243273.MG_170 972
243273.MG_177 243273.MG_417 988
243273.MG_177 243273.MG_018 995
243273.MG_177 243273.MG_147 291
243273.MG_177 243273.MG_178 987
243273.MG_177 243273.MG_445 546
243273.MG_177 243273.MG_127 854
243273.MG_177 243273.MG_308 661
243273.MG_177 243273.MG_421 295
243273.MG_177 243273.MG_363 880
243273.MG_177 243273.MG_446 989
243273.MG_177 243273.MG_156 984
243273.MG_177 243273.MG_090 991
243273.MG_177 243273.MG_176 999
243273.MG_177 243273.MG_100 265
243273.MG_177 243273.MG_399 699
243273.MG_177 243273.MG_198 877
243273.MG_177 243273.MG_104 245
243273.MG_177 243273.MG_026 646
243273.MG_177 243273.MG_353 189
243273.MG_177 243273.MG_469 407
243273.MG_177 243273.MG_298 157
243273.MG_177 243273.MG_136 308
243273.MG_177 243273.MG_477 313
243273.MG_177 243273.MG_145 345
243273.MG_177 243273.MG_196 672
243273.MG_177 243273.MG_072 536
243273.MG_177 243273.MG_367 717
243273.MG_177 243273.MG_340 999
243273.MG_177 243273.MG_272 217
243273.MG_177 243273.MG_424 995
243273.MG_177 243273.MG_103 264
243273.MG_177 243273.MG_465 514
243273.MG_177 243273.MG_266 636
243273.MG_177 243273.MG_148 330
243273.MG_177 243273.MG_301 556
243273.MG_177 243273.MG_460 248
243273.MG_177 243273.MG_462 472
243273.MG_177 243273.MG_058 230
243273.MG_177 243273.MG_113 199
243273.MG_177 243273.MG_146 291
243273.MG_177 243273.MG_318 382
243273.MG_177 243273.MG_055 569
243273.MG_177 243273.MG_001 447
243273.MG_177 243273.MG_210 186
243273.MG_177 243273.MG_400 569
243273.MG_177 243273.MG_144 292
243273.MG_177 243273.MG_155 998
243273.MG_177 243273.MG_160 998
243273.MG_177 243273.MG_232 853
243273.MG_177 243273.MG_464 216
243273.MG_177 243273.MG_401 689
243273.MG_177 243273.MG_082 851
243273.MG_177 243273.MG_070 994
243273.MG_177 243273.MG_271 241
243273.MG_177 243273.MG_195 760
243273.MG_177 243273.MG_403 560
243273.MG_177 243273.MG_261 376
243273.MG_177 243273.MG_251 287
243273.MG_177 243273.MG_154 997
243273.MG_177 243273.MG_402 578
243273.MG_177 243273.MG_057 154
243273.MG_177 243273.MG_292 316
243273.MG_177 243273.MG_393 448
243273.MG_177 243273.MG_171 938
243273.MG_177 243273.MG_238 698
243273.MG_177 243273.MG_092 982
243273.MG_177 243273.MG_163 987
243273.MG_177 243273.MG_180 781
243273.MG_177 243273.MG_164 997
243273.MG_177 243273.MG_021 475
243273.MG_177 243273.MG_287 248
243273.MG_177 243273.MG_173 957
243273.MG_177 243273.MG_161 984
243273.MG_177 243273.MG_027 773
243273.MG_177 243273.MG_329 212
243273.MG_177 243273.MG_224 353
243273.MG_177 243273.MG_522 973
243273.MG_177 243273.MG_073 460
243273.MG_177 243273.MG_257 679
243273.MG_177 243273.MG_215 207
243273.MG_177 243273.MG_149 427
243273.MG_177 243273.MG_089 891
243273.MG_177 243273.MG_392 652
243273.MG_177 243273.MG_179 781
243273.MG_177 243273.MG_429 201
243273.MG_177 243273.MG_216 509
243273.MG_177 243273.MG_463 498
243273.MG_177 243273.MG_430 198
243273.MG_177 243273.MG_379 365
243273.MG_177 243273.MG_305 675
243273.MG_177 243273.MG_038 401
243273.MG_177 243273.MG_341 999
243273.MG_177 243273.MG_248 409
243273.MG_177 243273.MG_378 490
243273.MG_177 243273.MG_111 203
243273.MG_177 243273.MG_066 215
243273.MG_177 243273.MG_004 711
243273.MG_177 243273.MG_139 194
243273.MG_177 243273.MG_334 231
243273.MG_177 243273.MG_208 187
243273.MG_177 243273.MG_140 265
243273.MG_177 243273.MG_398 232
243273.MG_177 243273.MG_088 994
243273.MG_177 243273.MG_197 861
243273.MG_177 243273.MG_411 526
243273.MG_177 243273.MG_404 484
243273.MG_177 243273.MG_253 390
243273.MG_177 243273.MG_358 226
243273.MG_177 243273.MG_407 614
243273.MG_177 243273.MG_169 986
243273.MG_177 243273.MG_134 220
243273.MG_177 243273.MG_091 236
243273.MG_177 243273.MG_181 776
243273.MG_177 243273.MG_433 844
243273.MG_177 243273.MG_426 822
243273.MG_177 243273.MG_083 171
243273.MG_177 243273.MG_048 438
243273.MG_177 243273.MG_031 374
243273.MG_177 243273.MG_205 227
243273.MG_177 243273.MG_159 972
243273.MG_177 243273.MG_122 886
243273.MG_177 243273.MG_297 421
243273.MG_177 243273.MG_357 177
243273.MG_177 243273.MG_107 409
243273.MG_177 243273.MG_478 503
243273.MG_177 243273.MG_428 875
243273.MG_177 243273.MG_054 919
243273.MG_177 243273.MG_099 176
243273.MG_177 243273.MG_473 769
243273.MG_177 243273.MG_005 515
243273.MG_177 243273.MG_325 769
243273.MG_177 243273.MG_152 985
243273.MG_177 243273.MG_311 999
243273.MG_177 243273.MG_250 213
243273.MG_177 243273.MG_157 999
243273.MG_177 243273.MG_151 993
243273.MG_177 243273.MG_262 533
243273.MG_177 243273.MG_046 488
243273.MG_177 243273.MG_234 896
243273.MG_177 243273.MG_183 763
243273.MG_177 243273.MG_254 209
243273.MG_177 243273.MG_185 510
243273.MG_177 243273.MG_345 509
243273.MG_177 243273.MG_476 214
243273.MG_177 243273.MG_003 357
243273.MG_177 243273.MG_194 604
243273.MG_177 243273.MG_423 194
243273.MG_177 243273.MG_029 267
243273.MG_177 243273.MG_141 999
243273.MG_177 243273.MG_218 197
243273.MG_177 243273.MG_175 999
243273.MG_177 243273.MG_153 983
243273.MG_177 243273.MG_317 271
243273.MG_177 243273.MG_221 224
243273.MG_177 243273.MG_184 751
243273.MG_177 243273.MG_142 896
243273.MG_177 243273.MG_481 973
243273.MG_177 243273.MG_138 396
243273.MG_177 243273.MG_236 842
243273.MG_177 243273.MG_451 855
243273.MG_177 243273.MG_165 998
243273.MG_177 243273.MG_269 153
243273.MG_177 243273.MG_059 202
243273.MG_177 243273.MG_347 174
243273.MG_177 243273.MG_444 835
243273.MG_177 243273.MG_130 331
243273.MG_177 243273.MG_126 163
243273.MG_177 243273.MG_158 985
243273.MG_177 243273.MG_174 975
243273.MG_177 243273.MG_244 345
243273.MG_177 243273.MG_368 487
243273.MG_177 243273.MG_457 495
243273.MG_177 243273.MG_167 984
243273.MG_177 243273.MG_282 995
243273.MG_177 243273.MG_431 305
243273.MG_177 243273.MG_425 661
243273.MG_177 243273.MG_053 158
243273.MG_177 243273.MG_172 902
243273.MG_177 243273.MG_300 421
243273.MG_177 243273.MG_007 319
243273.MG_177 243273.MG_435 492
243273.MG_177 243273.MG_339 603
243273.MG_177 243273.MG_276 193
243273.MG_177 243273.MG_249 999
243273.MG_177 243273.MG_259 498
243273.MG_177 243273.MG_405 474
243273.MG_177 243273.MG_080 164
243273.MG_177 243273.MG_094 488
243273.MG_177 243273.MG_084 433
243273.MG_177 243273.MG_024 411
243273.MG_177 243273.MG_022 657
243273.MG_177 243273.MG_093 945
243273.MG_177 243273.MG_036 414
243273.MG_177 243273.MG_362 938
243273.MG_177 243273.MG_258 294
243273.MG_177 243273.MG_418 951
243273.MG_177 243273.MG_132 571
243273.MG_177 243273.MG_434 463
243273.MG_177 243273.MG_182 929
243273.MG_177 243273.MG_335 186
243273.MG_177 243273.MG_143 585
243273.MG_177 243273.MG_442 165
243273.MG_177 243273.MG_150 999
243273.MG_177 243273.MG_201 446
243273.MG_177 243273.MG_162 992
243273.MG_177 243273.MG_277 179
243273.MG_177 243273.MG_252 271
243273.MG_177 243273.MG_081 970
243273.MG_177 243273.MG_466 722
243273.MG_177 243273.MG_168 999
243273.MG_177 243273.MG_204 242
243273.MG_177 243273.MG_351 233
243273.MG_177 243273.MG_166 995
243273.MG_178 243273.MG_308 783
243273.MG_178 243273.MG_147 284
243273.MG_178 243273.MG_445 492
243273.MG_178 243273.MG_399 461
243273.MG_178 243273.MG_198 999
243273.MG_178 243273.MG_156 999
243273.MG_178 243273.MG_446 999
243273.MG_178 243273.MG_363 999
243273.MG_178 243273.MG_176 999
243273.MG_178 243273.MG_090 999
243273.MG_178 243273.MG_361 999
243273.MG_178 243273.MG_087 999
243273.MG_178 243273.MG_332 236
243273.MG_178 243273.MG_106 990
243273.MG_178 243273.MG_417 999
243273.MG_178 243273.MG_170 970
243273.MG_178 243273.MG_055 744
243273.MG_178 243273.MG_318 895
243273.MG_178 243273.MG_146 284
243273.MG_178 243273.MG_058 199
243273.MG_178 243273.MG_462 180
243273.MG_178 243273.MG_144 285
243273.MG_178 243273.MG_210 232
